participant,round_index,condition,condition_group,question_raw,extra_1,extra_2,score,adjusted_score
P06,4,C4_Audio_Predictable,Audio only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,60",60.0,60.0
P06,4,C4_Audio_Predictable,Audio only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,20",20.0,20.0
P06,4,C4_Audio_Predictable,Audio only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,75,75.0,75.0
P06,4,C4_Audio_Predictable,Audio only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,64,64.0,36.0
P06,4,C4_Audio_Predictable,Audio only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,65,65.0,65.0
P06,4,C4_Audio_Predictable,Audio only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,40",40.0,40.0
P06,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,50",50.0,50.0
P06,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,20",20.0,20.0
P06,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,65,65.0,65.0
P06,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,70,70.0,30.0
P06,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,40,40.0,40.0
P06,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,40",40.0,40.0
P06,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,58",58.0,58.0
P06,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,21",21.0,21.0
P06,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,70,70.0,70.0
P06,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,50,50.0,50.0
P06,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,45,45.0,45.0
P06,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,45",45.0,45.0
P06,7,C7_Audio_Unpredictable,Audio only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,35",35.0,35.0
P06,7,C7_Audio_Unpredictable,Audio only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,20",20.0,20.0
P06,7,C7_Audio_Unpredictable,Audio only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,55,55.0,55.0
P06,7,C7_Audio_Unpredictable,Audio only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,75,75.0,25.0
P06,7,C7_Audio_Unpredictable,Audio only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,35,35.0,35.0
P06,7,C7_Audio_Unpredictable,Audio only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,31",31.0,31.0
P06,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,40",40.0,40.0
P06,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,20",20.0,20.0
P06,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,65,65.0,65.0
P06,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,75,75.0,25.0
P06,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,25,25.0,25.0
P06,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,30",30.0,30.0
P06,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,45",45.0,45.0
P06,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,20",20.0,20.0
P06,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,75,75.0,75.0
P06,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,72,72.0,28.0
P06,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,35,35.0,35.0
P06,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,45",45.0,45.0
P07,1,C1_No_Distraction,No distraction,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,15",15.0,15.0
P07,1,C1_No_Distraction,No distraction,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,5",5.0,5.0
P07,1,C1_No_Distraction,No distraction,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,0,0.0,0.0
P07,1,C1_No_Distraction,No distraction,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,95,95.0,5.0
P07,1,C1_No_Distraction,No distraction,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,12,12.0,12.0
P07,1,C1_No_Distraction,No distraction,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,0",0.0,0.0
P07,2,C2_Visual_Predictable,Visual only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,20",20.0,20.0
P07,2,C2_Visual_Predictable,Visual only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,2,C2_Visual_Predictable,Visual only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,2,2.0,2.0
P07,2,C2_Visual_Predictable,Visual only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,95,95.0,5.0
P07,2,C2_Visual_Predictable,Visual only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,22,22.0,22.0
P07,2,C2_Visual_Predictable,Visual only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,90",90.0,90.0
P07,3,C3_Visual_Unpredictable,Visual only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,20",20.0,20.0
P07,3,C3_Visual_Unpredictable,Visual only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,3,C3_Visual_Unpredictable,Visual only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,2,2.0,2.0
P07,3,C3_Visual_Unpredictable,Visual only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,95,95.0,5.0
P07,3,C3_Visual_Unpredictable,Visual only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,14,14.0,14.0
P07,3,C3_Visual_Unpredictable,Visual only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,95",95.0,95.0
P07,4,C4_Audio_Predictable,Audio only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,10",10.0,10.0
P07,4,C4_Audio_Predictable,Audio only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,4,C4_Audio_Predictable,Audio only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,2,2.0,2.0
P07,4,C4_Audio_Predictable,Audio only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,97,97.0,3.0
P07,4,C4_Audio_Predictable,Audio only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,10,10.0,10.0
P07,4,C4_Audio_Predictable,Audio only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,92",92.0,92.0
P07,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,10",10.0,10.0
P07,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,2,2.0,2.0
P07,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,97,97.0,3.0
P07,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,10,10.0,10.0
P07,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,90",90.0,90.0
P07,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,11",11.0,11.0
P07,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,3,3.0,3.0
P07,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,89,89.0,11.0
P07,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,19,19.0,19.0
P07,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,90",90.0,90.0
P07,7,C7_Audio_Unpredictable,Audio only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,10",10.0,10.0
P07,7,C7_Audio_Unpredictable,Audio only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,7,C7_Audio_Unpredictable,Audio only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,1,1.0,1.0
P07,7,C7_Audio_Unpredictable,Audio only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,96,96.0,4.0
P07,7,C7_Audio_Unpredictable,Audio only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,15,15.0,15.0
P07,7,C7_Audio_Unpredictable,Audio only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,92",92.0,92.0
P07,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,10",10.0,10.0
P07,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,0,0.0,0.0
P07,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,97,97.0,3.0
P07,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,10,10.0,10.0
P07,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,97",97.0,97.0
P07,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,10",10.0,10.0
P07,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,10",10.0,10.0
P07,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,0,0.0,0.0
P07,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,97,97.0,3.0
P07,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,10,10.0,10.0
P07,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,97",97.0,97.0
P08,1,C1_No_Distraction,No distraction,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,68",68.0,68.0
P08,1,C1_No_Distraction,No distraction,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,17",17.0,17.0
P08,1,C1_No_Distraction,No distraction,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,50,50.0,50.0
P08,1,C1_No_Distraction,No distraction,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,72,72.0,28.0
P08,1,C1_No_Distraction,No distraction,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,50,50.0,50.0
P08,1,C1_No_Distraction,No distraction,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,30",30.0,30.0
P08,2,C2_Visual_Predictable,Visual only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,65",65.0,65.0
P08,2,C2_Visual_Predictable,Visual only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,17",17.0,17.0
P08,2,C2_Visual_Predictable,Visual only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,62,62.0,62.0
P08,2,C2_Visual_Predictable,Visual only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,69,69.0,31.0
P08,2,C2_Visual_Predictable,Visual only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,67,67.0,67.0
P08,2,C2_Visual_Predictable,Visual only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,41",41.0,41.0
P08,3,C3_Visual_Unpredictable,Visual only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,77",77.0,77.0
P08,3,C3_Visual_Unpredictable,Visual only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,30",30.0,30.0
P08,3,C3_Visual_Unpredictable,Visual only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,63,63.0,63.0
P08,3,C3_Visual_Unpredictable,Visual only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,50,50.0,50.0
P08,3,C3_Visual_Unpredictable,Visual only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,72,72.0,72.0
P08,3,C3_Visual_Unpredictable,Visual only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,50",50.0,50.0
P08,4,C4_Audio_Predictable,Audio only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,71",71.0,71.0
P08,4,C4_Audio_Predictable,Audio only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,30",30.0,30.0
P08,4,C4_Audio_Predictable,Audio only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,69,69.0,69.0
P08,4,C4_Audio_Predictable,Audio only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,61,61.0,39.0
P08,4,C4_Audio_Predictable,Audio only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,61,61.0,61.0
P08,4,C4_Audio_Predictable,Audio only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,50",50.0,50.0
P08,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,72",72.0,72.0
P08,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,23",23.0,23.0
P08,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,67,67.0,67.0
P08,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,50,50.0,50.0
P08,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,58,58.0,58.0
P08,5,C5_VisualPredictable_AudioPredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,39",39.0,39.0
P08,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,50",50.0,50.0
P08,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,25",25.0,25.0
P08,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,67,67.0,67.0
P08,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,69,69.0,31.0
P08,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,64,64.0,64.0
P08,6,C6_VisualUnpredictable_AudioPredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,42",42.0,42.0
P08,7,C7_Audio_Unpredictable,Audio only,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,50",50.0,50.0
P08,7,C7_Audio_Unpredictable,Audio only,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,19",19.0,19.0
P08,7,C7_Audio_Unpredictable,Audio only,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,57,57.0,57.0
P08,7,C7_Audio_Unpredictable,Audio only,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,69,69.0,31.0
P08,7,C7_Audio_Unpredictable,Audio only,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,50,50.0,50.0
P08,7,C7_Audio_Unpredictable,Audio only,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,31",31.0,31.0
P08,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,58",58.0,58.0
P08,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,19",19.0,19.0
P08,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,50,50.0,50.0
P08,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,69,69.0,31.0
P08,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,44,44.0,44.0
P08,8,C8_VisualPredictable_AudioUnpredictable,Combined visual + audio,Q6,How insecure," discouraged, irritated, stressed and annoyed versus secure, gratified, content, relaxed and complacent did you feel during the task?,34",34.0,34.0
P08,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q1,How much mental and perceptual activity was required (e.g. thinking," deciding, calculating, remembering, looking, searching, etc)? Was the task easy or demanding, simple or complex, exacting or forgiving?,60",60.0,60.0
P08,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q2,How much physical activity was required (e.g. pushing," pulling, turning, controlling, activating, etc)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?,20",20.0,20.0
P08,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q3,How much time pressure did you feel due to the rate of pace at which the tasks or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,59,59.0,59.0
P08,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your performance in accomplishing these goals?,50,50.0,50.0
P08,9,C9_VisualUnpredictable_AudioUnpredictable,Combined visual + audio,Q5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,57,57.0,57.0
